id,target,comment_text,severe_toxicity,obscene,identity_attack,insult,threat,asian,atheist,bisexual,black,buddhist,christian,female,heterosexual,hindu,homosexual_gay_or_lesbian,intellectual_or_learning_disability,jewish,latino,male,muslim,other_disability,other_gender,other_race_or_ethnicity,other_religion,other_sexual_orientation,physical_disability,psychiatric_or_mental_illness,transgender,white,created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,sexual_explicit,identity_annotator_count,toxicity_annotator_count
459652,0.5,"I'm very very interested to know how her sentence will relate to those of Alexandra Ellis (drunk driving, killed bicyclist) who received one year, and Kayla Johnson (similar instance, victim survived) who received 3 years. Keep in mind Kayla and Alexandra are both white females and Danae is African American. If she gets more that 3 years we will only have proof our justice system is racist and UNjust.",0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.6,2016-09-03 21:34:16.238143+00,21,,145115,approved,0,0,0,0,0,0.0,10,10
5767152,0.5,"More relentless propaganda from homosexual activists, displeased with the worldwide understanding that male-female-child is God's intended family structure and determined to destroy it.  

Notice that the homosexuals never form groups that include rights for anyone else but themselves.  And when you suggest that marriage should consist of any combination of any two people, regardless of relationship, they will try to shut you down.",0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-14 19:12:44.765703+00,53,,366297,rejected,0,0,0,0,0,0.0,4,10
5047922,0.625,"Crazy times. Citizens need special ID  requirements to get access to the federal government. Yet illegals get FREE- healthcare, education, food, housing, drivers licence, etc etc etc ... talk about stupidity!!!",0.075,0.15,0.1,0.575,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-24 08:54:44.524928+00,21,,321771,approved,0,0,6,11,4,0.0125,0,80
5055475,0.0,"The NRA is a death cult. They have an answer for everything but the fact is countries that have gun control like Japan have like 5 gun murders a year we have thousands. I was told by a Japanese man that if Japan had Americas laws Japan would have a higher gun murder rate. 
Without the 5-4 Heller decision, Hawaii could have imposed real gun control and we could have been a true island lab for gun control ....instead of the gun crimes and stick ups keep happening here. ....not rampant but still unacceptably too high",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-25 21:27:33.495272+00,55,,318963,approved,0,0,0,0,0,0.0,10,4
6244582,0.8169014084507042,"BLACK PLAYERS DESTROYING NFL
http://www.thedinoshow.com/",0.0985915492957746,0.0422535211267605,0.8028169014084507,0.3943661971830985,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,2017-10-29 04:23:33.735302+00,54,,394361,approved,0,0,0,0,1,0.0,6,71
5298648,0.6710526315789473,unbelievable is right.  don't like someone;  problem solved with a visit from the government death squad.  political opponents; they're all drug dealers. gays;  they're all drug dealers.,0.0657894736842105,0.0657894736842105,0.5921052631578946,0.5657894736842105,0.0394736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,2017-05-24 20:50:27.669014+00,54,,337269,approved,0,0,0,11,0,0.0131578947368421,6,76
582469,0.0,"Vigano was replaced last summer by Abp Christoph Pierre, a Francis man.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-07 20:53:28.476183+00,53,582041.0,150839,approved,0,0,0,2,0,0.0,6,4
695127,0.0,"Hello Globe -- maybe there should be a ""sorta"" button for the civility of comments, and maybe a special ""delusional"" button for comments that suggest pizzagate is in any remote way connected to reality.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-11 21:52:18.516111+00,54,,155929,approved,1,0,0,7,0,0.0,0,4
959254,0.0,"Actually, that might not be the reason.  I got rid of cable years ago and rely on providers like Netflix.  Netflix doesn't show sports but I watched the Superbowl on CTV using a television antenna.   Most people--not me, I live in the country--could pick up their local CTV station using rabbit ears.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-07 01:11:17.959195+00,54,959169.0,166573,approved,0,0,0,2,0,0.0,0,4
963295,0.6,"God--you are so silly! You believe so much from sources that are messing with your mind...mind control is a sad thing. First he has described the difference between radicalized individuals, fundementalists who do not believe in a civil society. Radicalized Christians are a great threat even though Jesus as a liberal preceded peace at all costs. So if I say, ""radical Christian terrorists"" how does that make you feel? And I damning all Christians?",0.1,0.1,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-07 21:46:47.136552+00,13,953669.0,166268,approved,0,0,0,0,0,0.0,4,10
5080786,0.5,"Any person in an intoxicated state is a potential crime victim, male or female.  This includes rape, muggings, assault, kidnapping..  It is common sense and NOT victim-blaming.",0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-01 13:56:16.297523+00,54,,323787,approved,0,1,0,77,2,0.2,6,10
5941390,0.0,"Thanks for putting all that CO2 into the atmosphere, the CO2 that is created when burning a body. Are you a believer in climate change? If so shame on you....LOL",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-12 20:14:27.045813+00,55,5940000.0,376813,approved,0,0,0,0,1,0.0,0,4
870303,0.5,"He just did list his reason(s). Hypocrisy. He is saying that the same people that disparage homosexuals probably have a number of things they would would be ashamed of should they come to light. That is not to say homosexuals should be ashamed. I am not a writer, so that is the best I can do.",0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-20 19:57:30.458760+00,22,870159.0,162998,approved,0,0,0,2,1,0.0,6,10
5980650,0.0,"Good luck with that...
Not saying I disagree with you, but its unrealistic in our modern society.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-19 16:49:39.959477+00,102,5980627.0,379451,approved,0,0,0,1,0,0.0,0,4
861786,0.5,"Christ said to be angry but do not sin, I cannot think of anything that would anger Jesus more than killing innocent helpless babies. I have never attacked abortion clinics, but loath them just the same.

And I am sure Sekulow will be right behind you !",0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-19 02:47:35.803996+00,13,861722.0,162647,approved,0,0,0,1,0,0.0,4,10
297785,0.0,Cigarettes are legal and you're not complaining about that?,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-28 22:01:11.655659+00,6,290900.0,61673,approved,0,0,0,3,0,0.0,0,4
5360114,0.0,"I'm speculating that Wallace was speculating... and I speculate that his speculating was speculating on the Council speculating no one would speculate any push back.  I speculate that anyone who gets stuck in traffic would be speculating how terrible it would be to be surrounded by even more people stuck in traffic, all speculating where all those people live. 

I speculate that, in the end, the Council will speculate that voters would speculate how bad it would look to allow this re-zoning and speculate how things might turn out as voters speculate who to vote for.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-05 15:41:20.791064+00,22,,340892,approved,2,0,0,3,0,0.0,0,4
6017304,0.0,"""Lock him up! ... Lock him UP!!""
=D",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-25 08:10:36.612762+00,102,,381572,approved,1,0,0,3,1,0.0,0,4
577389,0.5,"""A fellow UO professor, who declined to be identified, said the offending professor meant her costume to depict “Black Man in a White Coat: A Doctor’s Reflections on Race and Medicine,” a recent autobiography by Dr. Damon Tweedy that recounts the racism he encountered in medical school.

Witnesses, who included students and faculty, said she was showing partygoers Tweedy’s book.""",0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,2016-11-05 01:54:11.740019+00,13,,150355,approved,0,0,0,0,0,0.0,6,10
5738437,0.0,You can sure knock down straw men.  Now deal with what the column actually says.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-09 15:12:19.834039+00,54,5738145.0,364295,approved,0,0,0,6,2,0.0,10,4
5665237,0.0,"No. It smacks of logic. We can't afford to ""give"" elective surgery to people who have serious mental issues. God help them if they want to have an addadictome procedure. More power to them. I'm not paying for it, however. Bravo Mr. President.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,2017-07-26 23:01:46.137972+00,105,,359745,approved,0,0,0,0,0,0.0,10,4
252919,0.5066666666666667,"All you people defending this guy have no scope of the matter. I am a neighbor and this guy has been terrorizing the area for yrs. If you were here in this nhood you would be singing a different tune I guarantee.
Furthermore,  killing the neighbors pet because of boundary issues is ridiculous.  Has anyone ever thought of knocking on the door and talking with someone and figuring it out? Or is ""just kill it"" is all you can come up with?  The man is a psychopath. Why don't you come up to his house on s4th and d and look at what is on his fence.",0.0666666666666666,0.0533333333333333,0.04,0.48,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-17 00:06:06.342736+00,13,,50151,approved,0,0,0,6,0,0.0,0,75
6135880,0.6,"Narcissistic bullies are ubiquitous and omnipresent. Bullies who abuse their power to get sex from women will abuse their power in other ways on other people, economically, politically, personally.
  Sorry, feminists and lovers of equality, if you're not fighting the patrimony you're encouraging it, growing it, enabling it, and likely profiting from it. Further you're hurting more than yourselves and other women but also other vulnerable people.",0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-12 21:53:40.618959+00,54,6134758.0,387885,approved,0,0,0,0,1,0.4,4,10
5555325,0.1,"You are correct - men all over the world are subjected to violence but from whom exactly?  For the most part, other men....hence her point.",0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-08 20:10:40.013409+00,54,5555043.0,353091,approved,0,0,0,4,6,0.0,4,10
297900,0.0,Portland... the city of endless miles of empty bike lanes.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-28 23:55:38.681099+00,6,,69739,approved,0,0,0,0,0,0.0,0,4
5831916,0.6,"Being anti-racist isn't racist. The right has tried to peddle that ""anti-white"" nonsense for two generations now since the GOP adopted all the orphaned racist southerners abandoned by the Democrats. No one has said border control is racist. You're engaging in what's known as ""equivocation.""",0.1,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2017-08-24 15:59:17.639426+00,102,5828588.0,369876,approved,0,0,0,2,1,0.0,5,10
875367,0.0,Sorry but my wife hates politics.  She'll never go for it.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-21 19:24:31.182971+00,21,874942.0,163216,approved,2,0,0,0,0,0.0,10,4
6271268,0.5,"Good, they were complete crooks. Refused to release my car unless I paid them $75 for an ""alignment check"" I neither requested nor authorized. Not to mention the fact that they refused to repair a simple flat and always aggressively pushed a new set of their junk tires to the point of kidnapping your vehicle as others have said. Couldn't have happened to a nicer business.",0.0,0.0,0.0,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-02 04:24:38.224228+00,21,,395982,approved,1,0,0,4,0,0.0,0,10
5171350,0.7,"@ALbertD3
>>So, in saying that, am I an online troll? You didn't define it very clearly, just as M103 fails to clearly define Islamophobia. This is a dangerous game.
.
Spot on. We have articles conveying 'Muslim victimhood' and 'Canadian -phobias' - most of the time authored by a Muslim woman in a head-scarf.
Hold the outrage, before marking the post, and ask yourselves why is that a pattern?
.
Where are the Muslim male authors? Or non-covered Muslim female authors? Or opinions different than those having been relentlessly published in G&M?",0.1,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-24 12:58:55.608610+00,54,,329017,rejected,0,0,0,0,0,0.0,4,10
427084,0.0,"Now ladies, don't crowd around him all at once. There's plenty of Michael to go around.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-11 21:43:21.142001+00,21,426989.0,143527,approved,0,0,0,1,0,0.0,10,4
5371505,0.0,"Actually people should hope Trump stays in office

All those that replace him would competently execute the Republican agenda with no slip ups, as Pence, Ryan etc are all experienced in how government works (or doesn't), and with Republicans controlling both houses it would be fast.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-07 11:21:35.522295+00,54,,341491,approved,1,0,0,1,1,0.0,0,4
5517644,0.0,Jesus' doctrine on marriage is not in error.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-02 21:01:57.678582+00,53,5517531.0,349880,approved,0,0,0,0,0,0.0,10,4
5438171,0.5,"""Hawaii’s overall “current per pupil spending” at $12,855,""
Let's see now, $12,855 x ~18 years = $231,390 per kid and most will still end up stupid and working for minimum wage. Just kill the entire public school education system in HI and offer at tax break of $12,855 per kid for the parents to send their kids to the exact same schools DOE admins send their own kids to, to private school! LOL",0.0,0.0,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-19 04:29:10.231352+00,55,,345694,approved,0,0,0,0,0,0.0,0,10
263519,0.0,"It's good to hear someone speaking up for their beliefs in an honest way.   The political arm of christianity seems intent on pushing supposedly ""christian""  beliefs on others through legislation, opposition to measures like this, and what seems like a constant effort to advance christian liturgy in the public sphere--And to support a well funded group of candidates and political figures doing the same; many of whom have voiced their goal of transforming America into a christian theocracy.

Those of you who truly follow the tenets of love and acceptance taught by Christ are often lost in the large shadow cast by those trying to use your religion as a platform for racism, bigotry, hatred, and fear---And an unquenchable thirst for money and power.",0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-03-30 12:05:32.784143+00,21,263495.0,105131,approved,0,0,0,1,0,0.0,4,5
5393150,0.5540540540540541,"Our local Muslim community doesn't appear to be either racist or otherwise bigoted. Of America's 3.3 million Muslims, a large number are African-Americans. Africa itself has for a thousand years been home to millions of Moors, black peole who aren't Aryan and who are welcome as pilgrims to Mecca. What is obvious is that those in America who hate Muslims for whatever reason (and I include you, dogs, among the bigoted haters) are the real hateful, bigoted, ignorant sociopaths, people who murder peaceful Muslims out of sociopathic hatred. Such people don't know what it means to be an American.",0.027027027027027,0.027027027027027,0.3513513513513513,0.4864864864864865,0.0405405405405405,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-10 20:31:34.260419+00,13,5392705.0,342781,approved,1,0,0,0,1,0.0,4,74
5641466,0.0,The boy didn't even want to see him. Sad.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-22 23:12:02.670482+00,102,,358278,approved,0,0,0,3,1,0.0,10,4
5127899,0.6,"what a Fn lowlife! his family must so proud! I'm sure his family will say he is a caring, giving and loving person always wanting to give to others. hahaha, damn right he was a caring giving crap of a man.  he just waited to get paid off for his good deeds.  What a winner man.  SA post his picture!! his mama will be proud he made the front page",0.1,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-13 06:41:29.805048+00,55,,326443,approved,0,0,0,0,0,0.0,10,10
5291472,0.0,"The Globe seems much more interested in reporting U.S. election semantics than it is about foreigners running roughshod over the Canada Elections Act, and influencing Canadian elections.

The National Post today reports that U.S. based Tides Foundation funded Canadian activist groups like Leadnow, to the tune of $1.5 million.  Leadnow put together a campaign aimed at removing Stephen Harper's Conservatives from office,  and Tides has long been active in disruptions aimed at stopping pipeline construction on behalf of U.S, mid-west refiners who profit from buying landlocked oil sands crude at depressed prices.  

This act is about as transparent as Trudeau promised his government would be before he got elected, but the Globe prefers to direct our attention to foreign influences allegedly affecting the U.S. election.  Why the distraction Globe?

http://www.nationalpost.com/index.html",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-23 16:04:30.379406+00,54,,336713,approved,0,0,2,8,0,0.0,0,4
804526,0.0,"""If the job of an Ecumenical Council....""

So Vatican II was a joke?  As all the earlier Councils were? If I were Unitarian or even a Primitive Baptist, I would agree with you. Church Councils are a waste of money. Christians are a church apiece, or should be, with each Christian making up his or her own mind,  as it were, with the keys of the kingdom on each person's precious belt. The Spirit operates on a battery of individualism, right? That's seems to be the only ""image of Spirit"" you wish to look at in your theological mirror. But as a Catholic, that is childish, incoherent. We Catholics do theology through Church Councils, with theologians, the faithful and leaders examining the longest woven cloth of belief in Christian history -- as we have for two thousand years. Newman notes this in his work, including his last major work, THE GRAMMAR OF ASSENT, as have our greatest theologians. You're free, Kari, to step on the feet of these watch-people if you like, but to no effect.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-07 11:45:47.588317+00,53,803605.0,160223,approved,0,0,0,1,1,0.0,4,4
5143005,0.8,"This is about equality. If it is taboo to make this type of a comment about women, it should be also taboo to make similar comment about men.

Imagine article with the following sentence:

""Normally, when you see idiots driving while putting makeup on Highway 401, she is in a huge SUV trying to compensate for some glaring femininity shortcoming.""

How is this different from:

""Normally, when you see idiots stunt driving on Highway 401, they’re in a couple of souped-up Honda Civics trying to compensate for some glaring masculine shortcoming.""",0.0,0.4,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-17 18:56:28.589928+00,54,5141841.0,327463,approved,1,0,0,4,1,0.0,4,10
914729,0.1666666666666666,"It isn't universal, of course -- few things are -- but a parish we were blessed to stumble into a few years back amazed us. Masses are packed. The pastor and his associates preach urgently and lovingly. They celebrate Mass reverently (and, now, ad orientem). Confession lines are jammed. Parish life bustles. The altar boy corps is numerous, and young men stick with it through high school. The school is booming. 

And, blessedly, there are three young men of this parish now in formation for the priesthood for our diocese, which in turn has 45 seminarians. 

These things all work together because Christ is at the center of parish life. He is the end in sight, the only plausible way forward.",0.0,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-29 00:03:06.994190+00,53,914543.0,164215,approved,1,0,1,3,0,0.0,10,6
783815,0.0,"Hey, Trid: When you speak so surely and smugly of your own version of the ""true God,"" it is pretty obviously to the rest of us sheeple that's a form of idol worship.  

The history of religion going back to the pharaohs and prophets has all been about the struggle to fashion gods in OUR ""own image and likeness"" - not the other way around. 

Come in from the cold Trid ... there is plenty of room in the pew for all sheeple, including you.  The grass they feed us may be sour, it's abundant, but it's all we have.  We'll respect you even if you've taken a detour down ""Golden Calf  Lane.  

Come home ...",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-03 16:52:08.951254+00,53,783592.0,159752,approved,1,0,0,12,2,0.0,0,4
6122878,0.8142857142857142,"My kind of human!! I can only hope your the guy who sees this kind of shit happening, and actually does something about it! If more people were like you, these thugs might think twice!!",0.0571428571428571,0.7,0.0142857142857142,0.6,0.0571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-11 01:51:11.931288+00,21,6122654.0,387198,rejected,0,0,0,0,0,0.0,0,70
577907,0.7236842105263158,"It is astounding that she didn't stop herself when she looked in the mirror at herself doing black-face. I wonder how much American history is required to obtain a degree in law. Apparently, not enough. We've seen (and lamented) how Trump's racist cartoonishness has had an effect on less educated white people but I guess this would be an example of how it affects educated upper-middle class whites. She didn't intend to denigrate anyone, rather the opposite, but this incident demonstrates how many white people just don't have a clue, even after they read a book detailing racism. 
It was arrogance on her part to think that just because she read a book detailing racism and was fired up about it that that somehow gave her permission to reproduce and re-enact the black-face tradition that mocks and derides African-Americans.
How could she think no one would take a photograph of her? How could she not consider this possibility? She was astoundingly stupid.",0.0526315789473684,0.0789473684210526,0.4078947368421053,0.7368421052631579,0.0131578947368421,0.0,0.0,0.0,1.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-11-05 08:32:43.513333+00,13,577836.0,150564,approved,0,0,0,0,0,0.0,6,76
5424012,0.2,"You had it right, right up until ""thug culture""  this problem extends way beyond the criminal/thug element in this country.  Our entertainment and government both seem to push the idea that our problems can always be solved with violence.  Yes, it is very much needed at times, but look at our entertainment industry, a good chunk of movies, TV and video games involve some sort of violence.  Look at how our government deals with international problems, hell, it seems that half the time, the only solution our government looks at is blowing something up.  We have riots over a sports team's win or loss of a big game, kids who decide that they have been bullied enough and go shoot up their school, some lunatic on a train who stabs 2 people, just fights in bars on a Friday night over some perceived slight, and on and on.  It goes way beyond just ""thug culture"", but into every corner of our society.  It is something we need to address, but again, I don't know the solution.",0.0,0.0,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-15 23:10:31.472843+00,102,5423603.0,344619,approved,0,0,0,0,0,0.0,0,5
821870,0.5,"Good for you for exposing this drivel. Nothing makes sense without context. The poster is plainly biased in favour of the idea that Obama 1. put down Christianity, and 1. elevated Islam. The End.",0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-11 02:23:48.195002+00,53,820295.0,161067,approved,0,0,0,5,0,0.0,4,10
5836187,0.0,What does the legislature have to do with a city county project.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25 02:21:13.694379+00,55,,370056,approved,0,0,0,0,0,0.0,0,4
5750324,0.1666666666666666,"Ohhhh, tough guy DDD, the pansy with soft tiny hands who was locked and loaded through 5 deferments, including one because his tiny feet hurt....",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-11 15:47:54.525461+00,21,,365419,approved,4,0,0,9,0,0.0,10,6
6006926,0.0,"Without anything to go by other than a gut feeling, I suspect the ADN is going to become much more ""conservative"" as it moves forward. A more conservative newspaper will probably draw more community support. Advertising is more than just promoting a business. Advertising promotes a vibrant community and it seems that Anchorage businesses owners have ignored their responsibility to their community.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-23 16:54:03.749998+00,21,,381179,approved,0,0,0,2,0,0.0,4,4
5912549,0.6,"Seriously?  What's the problem?  These are young people who were brought here as children through no choosing of their own.  The U.S. is the only country they have ever known; they have gone to school here, worked here, started their families here, and been good and decent members of their communities (any who are found to have criminal records are not eligible under DACA).  The U.S. has, for decades, gladly allowed in - given them the old ""winky winky"" - undocumented workers from Mexico to do the jobs white people haven't been much interested in, jobs in the fields picking our fruits and vegetables and building our houses through the construction trades. Now, suddenly, under the racist demagogue Trump the tides are turned against them and we are telling them we're going to round them up and ship them off?  Just like that?  What kind of a stupid, racist, backstabbing country is this?  That's the problem.",0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2017-09-07 05:47:23.194757+00,21,5907406.0,374500,approved,0,0,0,0,2,0.0,5,10
5438887,0.5866666666666666,"If I say I'm sick, then of course I must be sick.  

If I have a penis but I say I'm a woman, then obviously I'm a woman.  

If I say that 2 + 2 = 5, then for sure 2 plus 2 equals 5.  

War is Peace.  

Ignorance is Strength.  

Welcome to the Brave New World.",0.04,0.16,0.0666666666666666,0.2,0.0133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2017-06-19 12:40:05.383556+00,54,,345951,approved,7,0,2,3,1,0.5866666666666666,4,75
